ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*001-1621*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1622*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1623*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1624*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1625*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1626*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1627*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1628*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1629*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1630*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1631*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1632*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1633*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1634*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1635*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1636*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1637*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1638*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1639*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1640*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1641*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1642*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1643*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1644*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1645*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1646*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1647*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1648*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1649*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1650*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1651*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1652*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1653*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1654*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1655*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1656*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 48 Департамента здравоохранения города Москвы""";г. Москва, ул. Артюхиной, д. 27, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 48 ДЗМ»;ДГП48
*001-1667*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1668*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1669*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1670*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-0279*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-0281*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-0286*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-0289*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-0293*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-0295*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-0306*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-0309*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-0313*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1671*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1672*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1673*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1674*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1675*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1676*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1677*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1678*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1679*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1680*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1681*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1682*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1683*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1684*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 61 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Крутицкий вал, д. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 61 ДЗМ»;ДГП61
*001-1685*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1686*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1687*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1688*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1689*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1690*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1691*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1692*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1693*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1694*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1695*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1696*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1697*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1698*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1699*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1700*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*001-1701*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Винокурова, д. 4, корп. 3;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
