ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*004-1716*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1717*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1718*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1719*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1720*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1721*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1722*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1086*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1089*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1106*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1723*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1724*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1725*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1726*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1727*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1728*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1729*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1730*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1731*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1732*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1733*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1734*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1735*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1736*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1737*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1738*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1739*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1740*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1741*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1742*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1743*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1744*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1745*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1746*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1747*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1748*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1749*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1750*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1751*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1752*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1753*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1754*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1755*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1756*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1757*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1758*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1759*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1760*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1761*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1762*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1763*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1764*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1765*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1766*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1767*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1768*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1769*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1770*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 69 Департамента здравоохранения города Москвы""";г. Москва, ул. Нагорная, д. 38, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 69 ДЗМ»;ДГП69
*004-1805*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1806*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1807*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1808*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1809*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1810*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1811*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1812*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1813*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1814*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1815*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1816*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1817*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1818*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1819*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1820*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1821*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1822*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1823*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1824*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1825*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1826*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
*004-1827*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 7 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, ул. 2-я Владимирская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 7 ДЗМ»;ДГП7
