ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*005-2065*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2066*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2067*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2068*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2069*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2070*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2071*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2072*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2073*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2074*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2075*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2076*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2077*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2078*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2079*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2080*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2081*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2082*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2083*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2084*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2085*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2086*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2087*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2088*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2089*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2090*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2091*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2092*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2093*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2094*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2095*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2096*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2097*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2098*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2099*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2100*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2101*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2102*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2103*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2104*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
*005-2105*;Тип 2;;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет им. М.В. Ломоносова"", Обособленное подразделение Медицинский научно-образовательный центр Московского государственного университета им. М.В. Ломоносова";г. Москва, Ленинские Горы, д. 1, стр. 53;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;"Медицинский научно-образовательный центр Федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет имени М.В. Ломоносова
Директор";МГУ им. М.В. Ломоносова
